Measurement Date,Total Precipitation,Measurement Units,Precipitation Duration (hr),30-min Maximum Intensity,Measurement Time
6/11/2020,0,IN,0,0,6:05
6/11/2020,0,IN,0,0,6:05
6/11/2020,0,IN,0,0,6:05
6/11/2020,0,IN,0,0,6:05
6/11/2020,0,IN,0,0,6:05
6/11/2020,0,IN,0,0,6:05
6/11/2020,0,IN,0,0,6:15
6/11/2020,0,IN,0,0,6:15
6/11/2020,0,IN,0,0,6:15
6/11/2020,0,IN,0,0,6:15
6/11/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:15
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/10/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:15
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/9/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:15
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/7/2020,0,IN,0,0,6:05
6/6/2020,0.08,IN,0.66,0.04,6:05
6/6/2020,0.09,IN,0.66,0.04,6:05
6/6/2020,0.08,IN,0.66,0.05,6:05
6/6/2020,0.14,IN,0.91,0.06,6:05
6/6/2020,0.08,IN,0.66,0.04,6:05
6/6/2020,0.13,IN,0.75,0.05,6:05
6/6/2020,0.13,IN,0.75,0.06,6:05
6/6/2020,0.19,IN,1,0.09,6:05
6/6/2020,0.17,IN,0.75,0.12,6:05
6/6/2020,0.13,IN,0.91,0.05,6:05
6/6/2020,0.14,IN,0.66,0.1,6:05
6/6/2020,0.13,IN,0.75,0.07,6:05
6/6/2020,0.13,IN,0.91,0.05,6:05
6/6/2020,0.15,IN,0.91,0.07,6:05
6/6/2020,0.15,IN,0.75,0.08,6:05
6/6/2020,0.14,IN,0.91,0.06,6:05
6/6/2020,0.09,IN,0.66,0.04,6:05
6/6/2020,0.12,IN,1.5,0.05,6:15
6/6/2020,0.15,IN,1.75,0.07,6:15
6/6/2020,0.1,IN,1.25,0.04,6:15
6/6/2020,0.07,IN,1.5,0.03,6:15
6/6/2020,0.09,IN,1.25,0.04,6:15
6/6/2020,0.13,IN,0.75,0.05,6:05
6/6/2020,0.19,IN,1,0.09,6:05
6/6/2020,0.13,IN,0.91,0.05,6:05
6/6/2020,0.13,IN,0.75,0.07,6:05
6/6/2020,0.15,IN,0.91,0.07,6:05
6/6/2020,0.08,IN,0.66,0.04,6:05
6/6/2020,0.08,IN,0.66,0.05,6:05
6/6/2020,0.08,IN,0.66,0.04,6:05
6/6/2020,0.13,IN,0.75,0.06,6:05
6/6/2020,0.17,IN,0.75,0.12,6:05
6/6/2020,0.14,IN,0.66,0.1,6:05
6/6/2020,0.13,IN,0.91,0.05,6:05
6/6/2020,0.15,IN,0.75,0.08,6:05
6/6/2020,0.12,IN,1.5,0.05,6:15
6/6/2020,0.15,IN,1.75,0.07,6:15
6/6/2020,0.1,IN,1.25,0.04,6:15
6/6/2020,0.07,IN,1.5,0.03,6:15
6/6/2020,0.09,IN,1.25,0.04,6:15
6/5/2020,0.14,IN,1,0.07,6:05
6/5/2020,0.12,IN,2.75,0.03,6:15
6/5/2020,0.11,IN,0.91,0.06,6:05
6/5/2020,0.09,IN,2,0.03,6:15
6/5/2020,0.16,IN,1.33,0.04,6:05
6/5/2020,0.12,IN,1.5,0.06,6:15
6/5/2020,0.18,IN,1.41,0.05,6:05
6/5/2020,0.11,IN,2.25,0.03,6:15
6/5/2020,0.15,IN,1.25,0.04,6:05
6/5/2020,0.12,IN,2.25,0.04,6:15
6/5/2020,0.1,IN,0.75,0.04,6:05
6/5/2020,0.14,IN,1,0.07,6:05
6/5/2020,0.1,IN,0.75,0.03,6:05
6/5/2020,0.11,IN,0.91,0.06,6:05
6/5/2020,0.16,IN,1.33,0.04,6:05
6/5/2020,0.18,IN,1.41,0.05,6:05
6/5/2020,0.15,IN,1.25,0.04,6:05
6/5/2020,0.1,IN,0.75,0.04,6:05
6/5/2020,0.1,IN,0.75,0.03,6:05
6/5/2020,0.13,IN,0.83,0.05,6:05
6/5/2020,0.14,IN,1.16,0.03,6:05
6/5/2020,0.11,IN,0.75,0.05,6:05
6/5/2020,0.12,IN,1,0.06,6:05
6/5/2020,0.12,IN,1,0.04,6:05
6/5/2020,0.11,IN,0.83,0.06,6:05
6/5/2020,0.12,IN,2.75,0.03,6:15
6/5/2020,0.09,IN,2,0.03,6:15
6/5/2020,0.12,IN,1.5,0.06,6:15
6/5/2020,0.11,IN,2.25,0.03,6:15
6/5/2020,0.12,IN,2.25,0.04,6:15
6/5/2020,0.1,IN,0.75,0.03,6:05
6/5/2020,0.11,IN,0.91,0.02,6:05
6/5/2020,0.14,IN,1.16,0.03,6:05
6/5/2020,0.11,IN,0.75,0.05,6:05
6/5/2020,0.13,IN,0.83,0.05,6:05
6/5/2020,0.12,IN,1,0.06,6:05
6/5/2020,0.12,IN,1,0.04,6:05
6/5/2020,0.11,IN,0.83,0.06,6:05
6/5/2020,0.11,IN,0.91,0.02,6:05
6/5/2020,0.1,IN,0.75,0.03,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:15
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/4/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:15
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/3/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:05
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/2/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0.01,IN,0.08,0.01,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0.01,IN,0.08,0.01,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:05
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
6/1/2020,0,IN,0,0,6:15
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,in,0,0,6:15
5/31/2020,0,in,0,0,6:15
5/31/2020,0,in,0,0,6:15
5/31/2020,0,in,0,0,6:15
5/31/2020,0.05,in,1,0.02,6:15
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,0:00
5/31/2020,0,IN,0,0,0:00
5/31/2020,0,IN,0,0,0:00
5/31/2020,0,IN,0,0,0:00
5/31/2020,0.05,IN,1,0.02,0:00
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/31/2020,0,IN,0,0,6:05
5/30/2020,0.18,IN,0.83,0.12,6:05
5/30/2020,0.11,IN,0.83,0.05,6:05
5/30/2020,0.02,IN,0.16,0.01,6:05
5/30/2020,0.04,IN,0.33,0.01,6:05
5/30/2020,0.24,IN,1.25,0.11,6:05
5/30/2020,0.12,IN,0.91,0.04,6:05
5/30/2020,0.06,IN,0.75,0.02,0:00
5/30/2020,0.07,IN,1,0.05,0:00
5/30/2020,0.2,IN,1.75,0.1,0:00
5/30/2020,0.18,IN,1.75,0.1,0:00
5/30/2020,0.05,IN,1.25,0.02,0:00
5/30/2020,0.28,IN,1.41,0.12,6:05
5/30/2020,0.08,IN,0.66,0.03,6:05
5/30/2020,0.06,IN,0.5,0.04,6:05
5/30/2020,0.12,IN,0.75,0.06,6:05
5/30/2020,0.12,IN,0.83,0.05,6:05
5/30/2020,0.11,IN,0.83,0.05,6:05
5/30/2020,0.06,IN,0.5,0.02,6:05
5/30/2020,0.5,IN,1.5,0.32,6:05
5/30/2020,0.13,IN,0.58,0.1,6:05
5/30/2020,0.12,IN,0.83,0.05,6:05
5/30/2020,0.11,IN,0.83,0.05,6:05
5/30/2020,0.06,IN,0.5,0.02,6:05
5/30/2020,0.5,IN,1.5,0.32,6:05
5/30/2020,0.13,IN,0.58,0.1,6:05
5/30/2020,0.18,IN,0.83,0.12,6:05
5/30/2020,0.11,IN,0.83,0.05,6:05
5/30/2020,0.02,IN,0.16,0.01,6:05
5/30/2020,0.04,IN,0.33,0.01,6:05
5/30/2020,0.24,IN,1.25,0.11,6:05
5/30/2020,0.12,IN,0.91,0.04,6:05
5/30/2020,0.06,IN,0.5,0.04,6:05
5/30/2020,0.12,IN,0.75,0.06,6:05
5/30/2020,0.06,in,0.75,0.02,6:15
5/30/2020,0.07,in,1,0.05,6:15
5/30/2020,0.2,in,1.75,0.1,6:15
5/30/2020,0.18,in,1.75,0.1,6:15
5/30/2020,0.05,in,1.25,0.02,6:15
5/30/2020,0.28,IN,1.41,0.12,6:05
5/30/2020,0.08,IN,0.66,0.03,6:05
5/29/2020,0.16,IN,0.58,0.13,6:05
5/29/2020,0,IN,0,0,6:05
5/29/2020,0.13,IN,0.75,0.08,6:15
5/29/2020,0.02,IN,0.5,0.01,6:15
5/29/2020,0.02,IN,0.25,0.02,6:15
5/29/2020,0,IN,0,0,6:15
5/29/2020,0.26,IN,1,0.24,6:15
5/29/2020,0.02,IN,0.16,0.01,6:05
5/29/2020,0.02,IN,0.16,0.01,6:05
5/29/2020,0.08,IN,0.58,0.04,6:05
5/29/2020,0.03,IN,0.25,0.01,6:05
5/29/2020,0.43,IN,0.5,0.42,6:05
5/29/2020,0.4,IN,0.91,0.33,6:05
5/29/2020,0.28,IN,0.83,0.22,6:05
5/29/2020,0.01,IN,0.08,0.01,6:05
5/29/2020,0,IN,0,0,6:05
5/29/2020,0,IN,0,0,6:05
5/29/2020,0.18,IN,0.41,0.16,6:05
5/29/2020,0.02,IN,0.16,0.02,6:05
5/29/2020,0.05,IN,0.33,0.03,6:05
5/29/2020,0,IN,0,0,6:05
5/29/2020,0,IN,0,0,6:05
5/29/2020,0.18,IN,0.41,0.16,6:05
5/29/2020,0.02,IN,0.16,0.02,6:05
5/29/2020,0.05,IN,0.33,0.03,6:05
5/29/2020,0.02,IN,0.16,0.01,6:05
5/29/2020,0.02,IN,0.16,0.01,6:05
5/29/2020,0.16,IN,0.58,0.13,6:05
5/29/2020,0,IN,0,0,6:05
5/29/2020,0.13,IN,0.75,0.08,6:15
5/29/2020,0.02,IN,0.5,0.01,6:15
5/29/2020,0.02,IN,0.25,0.02,6:15
5/29/2020,0,IN,0,0,6:15
5/29/2020,0.26,IN,1,0.24,6:15
5/29/2020,0.08,IN,0.58,0.04,6:05
5/29/2020,0.03,IN,0.25,0.01,6:05
5/29/2020,0.43,IN,0.5,0.42,6:05
5/29/2020,0.4,IN,0.91,0.33,6:05
5/29/2020,0.28,IN,0.83,0.22,6:05
5/29/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0,IN,0,0,6:05
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0.03,IN,0.25,0.02,6:05
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0.05,IN,0.41,0.03,6:05
5/28/2020,0,IN,0,0,6:15
5/28/2020,0.02,IN,0.16,0.01,6:05
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0,IN,0,0,6:15
5/28/2020,0.01,IN,0.25,0.01,6:15
5/28/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0.03,IN,0.25,0.02,6:05
5/28/2020,0.05,IN,0.41,0.03,6:05
5/28/2020,0.02,IN,0.16,0.01,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0,IN,0,0,6:05
5/28/2020,0.01,IN,0.08,0.01,6:05
5/28/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:15
5/27/2020,0.01,IN,0.08,0.01,6:05
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0.01,IN,0.08,0.01,6:05
5/27/2020,0.01,IN,0.08,0.01,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0.01,IN,0.08,0.01,6:05
5/27/2020,0.01,IN,0.08,0.01,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0.01,IN,0.08,0.01,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:05
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:15
5/27/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:15
5/26/2020,0.01,IN,0.08,0.01,6:05
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0.01,IN,0.08,0.01,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0.01,IN,0.08,0.01,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0.01,IN,0.08,0.01,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:15
5/26/2020,0,IN,0,0,6:05
5/26/2020,0,IN,0,0,6:05
5/25/2020,0.01,IN,0.08,0.01,6:05
5/25/2020,0.19,IN,0.75,0.18,6:15
5/25/2020,0.13,IN,0.75,0.1,6:05
5/25/2020,0.16,IN,0.75,0.14,6:15
5/25/2020,0.12,IN,0.66,0.09,6:05
5/25/2020,0.17,IN,0.5,0.17,6:15
5/25/2020,0.06,IN,0.41,0.06,6:05
5/25/2020,0.13,IN,0.5,0.13,6:15
5/25/2020,0.11,IN,0.41,0.11,6:05
5/25/2020,0.05,IN,0.5,0.05,6:15
5/25/2020,0.28,IN,0.66,0.26,6:05
5/25/2020,0.16,IN,0.5,0.15,6:05
5/25/2020,0,IN,0,0,6:05
5/25/2020,0.21,IN,0.58,0.2,6:05
5/25/2020,0,IN,0,0,6:05
5/25/2020,0.15,IN,0.5,0.15,6:05
5/25/2020,0.18,IN,0.66,0.16,6:05
5/25/2020,0.27,IN,0.66,0.25,6:05
5/25/2020,0.1,IN,0.5,0.09,6:05
5/25/2020,0.21,IN,0.58,0.2,6:05
5/25/2020,0.15,IN,0.5,0.15,6:05
5/25/2020,0.27,IN,0.66,0.25,6:05
5/25/2020,0.1,IN,0.5,0.09,6:05
5/25/2020,0.16,IN,0.5,0.15,6:05
5/25/2020,0.19,IN,0.75,0.18,6:15
